"X","y","Pays","Sexe","Age","Education","Statut_emploi","Revenu","Residence","Duree","mode_pref","StatutEmploi","ConsEnv"
22277,0,"Spain","femme",45,"secondaire inferieur","Not Employed","tres faible","zone rurale",30,"marche","sans emploi",5
22278,1,"Poland","femme",26,"secondaire","Employed","faible","zone rurale",30,"velo","employe",5
22279,0,"Romania","homme",46,"secondaire","Employed","moyen","petite-moyenne ville",120,"vehicule individuel","employe",9
22280,0,"Ireland","homme",47,"universite","Employed","moyen","petite-moyenne ville",10,"vehicule individuel","employe",6
22281,0,"Hungary","homme",27,"secondaire","Employed","tres faible","grande ville",25,"vehicule individuel","employe",10
22282,0,"Slovakia","homme",20,"premier cycle","Not Employed","moyen","petite-moyenne ville",20,"transport collectif","sans emploi",7
22283,0,"Ireland","femme",46,"secondaire inferieur","Not Employed","faible","petite-moyenne ville",10,"marche","sans emploi",7
22284,0,"Latvia","femme",43,"universite","Employed","moyen","petite-moyenne ville",10,"vehicule individuel","employe",5
22285,0,"Hungary","femme",20,"secondaire","Employed","faible","petite-moyenne ville",45,"transport collectif","employe",9
22286,0,"Hungary","homme",22,"secondaire inferieur","Not Employed","moyen","petite-moyenne ville",40,"marche","sans emploi",5
22287,1,"Poland","homme",29,"universite","Employed","moyen","aire metropolitaine",30,"velo","employe",9
22288,0,"Austria","femme",21,"secondaire","Not Employed","moyen","zone rurale",180,"vehicule individuel","sans emploi",8
22289,0,"Slovakia","homme",32,"secondaire","Employed","eleve","petite-moyenne ville",12,"marche","employe",5
22290,0,"Romania","femme",43,"secondaire","Employed","moyen","grande ville",60,"marche","employe",7
22291,0,"Lithuania","homme",49,"universite","Employed","moyen","petite-moyenne ville",100,"vehicule individuel","employe",7
22292,1,"Finland","homme",36,"secondaire inferieur","Employed","moyen","petite-moyenne ville",30,"marche","employe",7
22293,0,"Spain","femme",32,"secondaire inferieur","Employed","moyen","petite-moyenne ville",15,"vehicule individuel","employe",7
22294,0,"Romania","femme",40,"secondaire","Employed","moyen","petite-moyenne ville",15,"vehicule individuel","employe",5
22295,0,"Slovakia","homme",24,"universite","Not Employed","faible","petite-moyenne ville",120,"vehicule individuel","sans emploi",6
22296,0,"Poland","femme",22,"secondaire","Employed","moyen","petite-moyenne ville",10,"marche","employe",6
22297,0,"Spain","homme",40,"premier cycle","Employed","faible","zone rurale",20,"vehicule individuel","employe",9
22298,0,"Spain","homme",59,"premier cycle","Not Employed","faible","petite-moyenne ville",30,"transport collectif","sans emploi",8
22299,0,"Poland","femme",34,"secondaire","Employed","moyen","grande ville",60,"marche","employe",8
22300,1,"Germany","homme",52,"universite","Employed","sans reponse","grande ville",10,"marche","employe",8
22301,0,"France","femme",60,"universite","Not Employed","faible","grande ville",150,"transport collectif","sans emploi",8
22302,0,"Austria","homme",46,"secondaire inferieur","Employed","moyen","zone rurale",10,"vehicule individuel","employe",8
22303,1,"Hungary","homme",45,"secondaire inferieur","Employed","moyen","aire metropolitaine",20,"velo","employe",5
22304,0,"France","homme",29,"secondaire","Employed","tres faible","grande ville",20,"vehicule individuel","employe",8
22305,0,"Germany","homme",26,"secondaire inferieur","Employed","faible","zone rurale",8,"marche","employe",3
22306,0,"Belgium","femme",22,"secondaire","Not Employed","faible","petite-moyenne ville",15,"vehicule individuel","sans emploi",9
22307,0,"Estonia","homme",34,"secondaire","Employed","moyen","zone rurale",75,"vehicule individuel","employe",3
22308,0,"Finland","femme",24,"secondaire","Not Employed","faible","grande ville",20,"vehicule individuel","sans emploi",4
22309,0,"Poland","femme",30,"secondaire","Employed","faible","petite-moyenne ville",30,"vehicule individuel","employe",8
22310,0,"Romania","femme",31,"secondaire","Employed","tres eleve","grande ville",45,"vehicule individuel","employe",10
22311,0,"Sweden","homme",22,"secondaire","Employed","moyen","petite-moyenne ville",10,"vehicule individuel","employe",5
22312,0,"Romania","homme",46,"secondaire","Employed","eleve","zone rurale",75,"vehicule individuel","employe",8
22313,0,"Finland","homme",44,"universite","Employed","eleve","grande ville",35,"vehicule individuel","employe",5
22314,0,"Belgium","femme",34,"secondaire","Employed","moyen","petite-moyenne ville",25,"marche","employe",9
22315,1,"Denmark","femme",31,"universite","Employed","sans reponse","petite-moyenne ville",20,"velo","employe",5
22316,0,"Sweden","homme",19,"premier cycle","Not Employed","faible","zone rurale",30,"vehicule individuel","sans emploi",5
22317,0,"Austria","femme",53,"secondaire","Employed","moyen","aire metropolitaine",20,"vehicule individuel","employe",5
22318,0,"Spain","homme",36,"secondaire","Not Employed","faible","grande ville",45,"vehicule individuel","sans emploi",5
22319,0,"Slovenia","homme",38,"secondaire","Employed","moyen","petite-moyenne ville",15,"vehicule individuel","employe",7
22320,0,"Finland","femme",48,"secondaire","Not Employed","tres faible","zone rurale",10,"vehicule individuel","sans emploi",4
22321,0,"Lithuania","homme",38,"secondaire","Employed","faible","grande ville",30,"transport collectif","employe",6
22322,0,"Slovakia","homme",32,"universite","Employed","moyen","petite-moyenne ville",5,"marche","employe",5
22323,0,"Estonia","femme",28,"secondaire","Employed","moyen","petite-moyenne ville",15,"vehicule individuel","employe",5
22324,0,"Austria","femme",26,"secondaire","Employed","tres faible","aire metropolitaine",60,"transport collectif","employe",7
22325,0,"Slovenia","femme",50,"secondaire","Employed","moyen","zone rurale",30,"vehicule individuel","employe",5
22326,0,"Slovakia","homme",53,"secondaire","Employed","faible","petite-moyenne ville",20,"transport collectif","employe",7
22327,0,"France","homme",25,"secondaire inferieur","Employed","moyen","petite-moyenne ville",30,"vehicule individuel","employe",8
22328,1,"Hungary","femme",28,"universite","Employed","faible","petite-moyenne ville",20,"velo","employe",8
22329,0,"Lithuania","homme",53,"universite","Employed","faible","zone rurale",25,"marche","employe",6
22330,0,"Slovakia","homme",32,"universite","Employed","moyen","zone rurale",25,"vehicule individuel","employe",8
22331,0,"Slovakia","homme",34,"secondaire","Employed","moyen","petite-moyenne ville",20,"transport collectif","employe",10
22332,0,"Finland","femme",48,"secondaire","Not Employed","moyen","petite-moyenne ville",15,"vehicule individuel","sans emploi",7
22333,0,"Spain","femme",54,"secondaire","Employed","faible","petite-moyenne ville",90,"vehicule individuel","employe",10
22334,0,"Romania","homme",45,"secondaire","Employed","moyen","zone rurale",75,"vehicule individuel","employe",4
22335,0,"Great Britain","femme",29,"secondaire","Employed","moyen","zone rurale",30,"vehicule individuel","employe",8
22336,0,"Slovakia","homme",36,"secondaire inferieur","Employed","faible","petite-moyenne ville",20,"vehicule individuel","employe",5
22337,0,"Austria","femme",41,"universite","Employed","moyen","aire metropolitaine",40,"transport collectif","employe",5
22338,0,"France","femme",48,"secondaire","Employed","moyen","zone rurale",15,"vehicule individuel","employe",5
22339,0,"Slovakia","homme",52,"secondaire","Employed","moyen","petite-moyenne ville",480,"vehicule individuel","employe",8
22340,0,"Hungary","femme",24,"universite","Employed","tres faible","petite-moyenne ville",15,"vehicule individuel","employe",5
22341,0,"Ireland","femme",34,"secondaire","Employed","eleve","petite-moyenne ville",35,"vehicule individuel","employe",10
22342,0,"Finland","femme",25,"universite","Employed","moyen","aire metropolitaine",45,"transport collectif","employe",8
22343,0,"Finland","homme",42,"secondaire","Employed","sans reponse","petite-moyenne ville",30,"vehicule individuel","employe",2
22344,1,"Slovakia","homme",38,"secondaire inferieur","Not Employed","moyen","zone rurale",10,"marche","sans emploi",5
22345,0,"Spain","homme",38,"premier cycle","Employed","moyen","grande ville",30,"vehicule individuel","employe",5
22346,0,"Denmark","femme",47,"universite","Employed","moyen","zone rurale",18,"vehicule individuel","employe",4
22347,0,"Lithuania","femme",25,"universite","Employed","moyen","grande ville",10,"transport collectif","employe",8
22348,1,"France","homme",48,"secondaire","Employed","tres faible","grande ville",30,"marche","employe",5
22349,1,"Denmark","homme",49,"secondaire","Employed","moyen","petite-moyenne ville",60,"marche","employe",1
22350,0,"Belgium","femme",24,"secondaire","Employed","moyen","zone rurale",20,"vehicule individuel","employe",2
22351,0,"Finland","femme",24,"secondaire inferieur","Employed","moyen","grande ville",10,"vehicule individuel","employe",5
22352,0,"Romania","homme",25,"secondaire","Employed","eleve","petite-moyenne ville",137,"marche","employe",7
22353,0,"Denmark","homme",48,"universite","Employed","moyen","petite-moyenne ville",40,"vehicule individuel","employe",6
22354,0,"Ireland","femme",59,"secondaire inferieur","Not Employed","moyen","grande ville",20,"vehicule individuel","sans emploi",8
22355,0,"Portugal","homme",37,"secondaire","Employed","moyen","petite-moyenne ville",7,"marche","employe",9
22356,0,"Austria","homme",54,"secondaire","Employed","moyen","aire metropolitaine",30,"transport collectif","employe",1
22357,0,"Portugal","homme",37,"secondaire","Employed","moyen","zone rurale",30,"vehicule individuel","employe",9
22358,0,"Hungary","homme",35,"universite","Employed","moyen","petite-moyenne ville",15,"vehicule individuel","employe",4
22359,0,"Estonia","homme",19,"secondaire","Not Employed","moyen","petite-moyenne ville",23,"marche","sans emploi",5
22360,0,"Spain","homme",24,"secondaire","Employed","moyen","aire metropolitaine",120,"marche","employe",8
22361,0,"Hungary","homme",48,"secondaire","Employed","moyen","petite-moyenne ville",83,"vehicule individuel","employe",6
22362,0,"Spain","homme",54,"universite","Employed","moyen","grande ville",30,"marche","employe",8
22363,0,"Spain","homme",28,"universite","Employed","moyen","petite-moyenne ville",30,"transport collectif","employe",9
22364,0,"Finland","femme",49,"secondaire","Employed","moyen","aire metropolitaine",45,"marche","employe",8
22365,0,"Slovenia","homme",48,"secondaire","Employed","moyen","zone rurale",65,"vehicule individuel","employe",8
22366,0,"Slovakia","homme",51,"universite","Employed","moyen","petite-moyenne ville",30,"transport collectif","employe",8
22367,1,"Slovenia","homme",54,"universite","Not Employed","moyen","petite-moyenne ville",90,"marche","sans emploi",10
22368,0,"Austria","homme",31,"universite","Employed","eleve","zone rurale",25,"vehicule individuel","employe",7
22369,0,"Slovenia","femme",52,"universite","Employed","faible","petite-moyenne ville",65,"vehicule individuel","employe",7
22370,0,"Austria","homme",21,"secondaire","Employed","tres eleve","zone rurale",9,"vehicule individuel","employe",4
22371,0,"Slovakia","homme",33,"universite","Employed","moyen","zone rurale",90,"vehicule individuel","employe",6
22372,0,"Denmark","homme",46,"universite","Employed","faible","zone rurale",60,"vehicule individuel","employe",8
22373,0,"Finland","femme",54,"universite","Employed","eleve","zone rurale",30,"vehicule individuel","employe",8
22374,1,"Austria","femme",40,"secondaire","Employed","tres faible","zone rurale",25,"velo","employe",7
22375,0,"Romania","homme",33,"secondaire","Not Employed","tres faible","petite-moyenne ville",45,"marche","sans emploi",9
22376,0,"Slovenia","femme",38,"universite","Employed","faible","zone rurale",10,"vehicule individuel","employe",9
22377,0,"Slovakia","homme",33,"secondaire","Employed","eleve","petite-moyenne ville",15,"vehicule individuel","employe",5
22378,0,"Finland","femme",42,"secondaire","Not Employed","tres faible","aire metropolitaine",38,"marche","sans emploi",8
22379,1,"Austria","homme",29,"secondaire","Employed","faible","grande ville",10,"velo","employe",8
22380,1,"Austria","femme",55,"secondaire inferieur","Employed","sans reponse","zone rurale",25,"velo","employe",5
22381,0,"Romania","femme",23,"universite","Employed","moyen","petite-moyenne ville",90,"vehicule individuel","employe",7
22382,0,"Austria","homme",57,"secondaire inferieur","Employed","moyen","petite-moyenne ville",20,"vehicule individuel","employe",3
22383,0,"Denmark","femme",42,"secondaire","Employed","eleve","zone rurale",40,"vehicule individuel","employe",6
22384,0,"Hungary","femme",51,"secondaire inferieur","Not Employed","faible","petite-moyenne ville",15,"vehicule individuel","sans emploi",7
22385,0,"Hungary","femme",28,"universite","Employed","moyen","zone rurale",60,"marche","employe",9
22386,0,"France","homme",40,"universite","Not Employed","faible","petite-moyenne ville",30,"marche","sans emploi",4
22387,1,"Hungary","homme",29,"secondaire inferieur","Employed","faible","petite-moyenne ville",100,"marche","employe",8
22388,1,"Latvia","homme",28,"secondaire","Employed","moyen","grande ville",60,"velo","employe",8
22389,0,"Romania","femme",23,"universite","Employed","eleve","aire metropolitaine",510,"vehicule individuel","employe",7
22390,0,"Austria","homme",24,"secondaire inferieur","Employed","faible","grande ville",20,"marche","employe",7
22391,0,"Great Britain","femme",28,"universite","Employed","moyen","grande ville",20,"marche","employe",8
22392,1,"Austria","homme",32,"premier cycle","Employed","tres faible","zone rurale",5,"marche","employe",5
22393,0,"Great Britain","femme",29,"secondaire","Not Employed","faible","grande ville",60,"marche","sans emploi",7
22394,0,"Austria","femme",26,"universite","Employed","moyen","grande ville",50,"transport collectif","employe",7
22395,0,"Slovakia","homme",39,"universite","Employed","moyen","petite-moyenne ville",45,"transport collectif","employe",5
22396,0,"Italy","homme",39,"secondaire","Employed","moyen","zone rurale",5,"vehicule individuel","employe",7
22397,1,"Austria","homme",29,"secondaire","Employed","moyen","zone rurale",10,"velo","employe",6
22398,0,"Spain","homme",29,"secondaire","Employed","moyen","aire metropolitaine",60,"vehicule individuel","employe",7
